time,signal
4.102051025512756105e-02,-3.376059932164133803e-01
4.202101050525262199e-02,6.292126423434114546e-01
4.302151075537768293e-02,1.210515607675128891e+00
4.402201100550275081e-02,1.093401808376909479e+00
4.502251125562781175e-02,1.313053628042188947e+00
4.602301150575287270e-02,1.279759458751282386e+00
4.702351175587793364e-02,7.127159946863730333e-01
4.802401200600299458e-02,6.604890335880805874e-02
4.902451225612806246e-02,-2.014469691938430840e-02
5.002501250625312340e-02,6.237613188772190842e-01
5.102551275637818434e-02,-1.587794024025241113e-01
5.202601300650324528e-02,-6.889976880212137500e-01
5.302651325662831316e-02,-6.194139286005135858e-01
5.402701350675337411e-02,-1.001541155249822346e+00
5.502751375687843505e-02,-1.119189064849298143e+00
5.602801400700349599e-02,-1.469706311775225593e+00
5.702851425712855693e-02,-1.644725373188032691e+00
5.802901450725362481e-02,-1.869475920416881154e+00
5.902951475737868575e-02,-2.182966975184772451e+00
6.003001500750374669e-02,-2.631858197509708841e+00
6.103051525762880763e-02,-2.532753659631741705e+00
6.203101550775387552e-02,-1.109831722569936785e+00
6.303151575787893646e-02,-4.778103470226612859e-01
6.403201600800399740e-02,4.974283021362863044e-02
6.503251625812905834e-02,1.407063178732386621e+00
6.603301650825411928e-02,1.083716730949013218e+00
6.703351675837918022e-02,9.817281620043757373e-01
6.803401700850424116e-02,7.488041558992827307e-01
6.903451725862931598e-02,-4.547902531825095962e-01
7.003501750875437692e-02,-6.937515353164620535e-01
7.103551775887943787e-02,2.072357003371420592e-01
7.203601800900449881e-02,2.844053392865416585e-01
7.303651825912955975e-02,-4.260978056042283857e-01
7.403701850925462069e-02,-4.357139071105509132e-01
7.503751875937968163e-02,1.313880374413556318e-02
7.603801900950474257e-02,-6.392826860110885079e-01
7.703851925962980352e-02,-1.644446424062061318e+00
7.803901950975487833e-02,-4.290354191119594152e-01
7.903951975987993928e-02,-1.498808876206494389e+00
8.004002001000500022e-02,-1.637264194691152364e+00
8.104052026013006116e-02,-2.129660270322954574e+00
8.204102051025512210e-02,-2.467167699022246197e+00
8.304152076038018304e-02,-6.498318477823076256e-01
8.404202101050524398e-02,1.448236720367833241e+00
8.504252126063030492e-02,1.506604307557800393e+00
8.604302151075536587e-02,1.328388541305706827e+00
8.704352176088044069e-02,2.589569511989888273e+00
8.804402201100550163e-02,1.610568329924126907e+00
8.904452226113056257e-02,1.194749047221746796e+00
9.004502251125562351e-02,7.010136679360916556e-01
9.104552276138068445e-02,8.570938199129951585e-02
9.204602301150574539e-02,-6.627430049825466796e-03
9.304652326163080633e-02,6.762992155995628529e-01
9.404702351175586728e-02,2.057913825800969931e-01
9.504752376188092822e-02,6.016850516466643040e-01
9.604802401200598916e-02,-2.227046268645832550e-01
9.704852426213106398e-02,1.527447620603076817e-01
9.804902451225612492e-02,9.560281042291725317e-02
9.904952476238118586e-02,-1.151445320132846173e-01
1.000500250125062468e-01,-4.020718311379154475e-01
1.010505252626313077e-01,-7.542822993790927466e-01
1.020510255127563687e-01,-1.921472605021840030e-01
1.030515257628814296e-01,-1.475455380089682578e+00
1.040520260130064906e-01,8.703970725816579934e-01
1.050525262631315515e-01,1.450818952656089955e+00
1.060530265132566263e-01,1.781647304044658320e+00
1.070535267633816873e-01,2.163590610270185621e+00
1.080540270135067482e-01,2.285466210236601459e+00
1.090545272636318092e-01,2.190246498606653436e+00
1.100550275137568701e-01,1.898784264351573103e+00
1.110555277638819310e-01,5.729717868744955700e-01
1.120560280140069920e-01,1.377907228476498602e+00
1.130565282641320529e-01,1.781462768342513936e+00
1.140570285142571139e-01,7.494688866003778038e-01
1.150575287643821887e-01,2.726348312276927199e-02
1.160580290145072496e-01,6.985407812654487181e-01
1.170585292646323106e-01,-5.513708784646035310e-01
1.180590295147573715e-01,1.932044914511500400e-01
1.190595297648824324e-01,-4.945477359430846542e-01
1.200600300150074934e-01,-4.007719434562341254e-01
1.210605302651325543e-01,-1.109208394026794053e+00
1.220610305152576153e-01,-1.162225746931148329e+00
1.230615307653826762e-01,-6.440245963818658215e-01
1.240620310155077510e-01,-6.982820188570502129e-01
1.250625312656327981e-01,3.576739023460855371e-01
1.260630315157578729e-01,1.348681089497961505e+00
1.270635317658829200e-01,1.593054439707494607e+00
1.280640320160079948e-01,1.543632903729228900e+00
1.290645322661330696e-01,9.995116456060316734e-01
1.300650325162581167e-01,8.416586546751446685e-01
1.310655327663831915e-01,5.835144706995872843e-01
1.320660330165082386e-01,3.632204967796827111e-01
1.330665332666333134e-01,-6.810967146247295378e-01
1.340670335167583604e-01,1.960255542581827437e-01
1.350675337668834353e-01,-6.737267805866322679e-01
1.360680340170084823e-01,-7.146395809417018796e-01
1.370685342671335571e-01,-1.391010517542328628e+00
1.380690345172586320e-01,-3.822144787699039981e-01
1.390695347673836790e-01,-1.182303183311192551e+00
1.400700350175087538e-01,-1.971250613427834697e+00
1.410705352676338009e-01,-2.254185001584413151e+00
1.420710355177588757e-01,-2.269939321816631050e+00
1.430715357678839228e-01,-2.620392625960583644e+00
1.440720360180089976e-01,-2.160995172330557601e+00
1.450725362681340447e-01,-2.434139660613007017e+00
1.460730365182591195e-01,-4.982382035044224389e-01
1.470735367683841943e-01,2.821422434031026216e-01
1.480740370185092414e-01,1.412443154098733444e+00
1.490745372686343162e-01,1.001422774745254651e+00
1.500750375187593633e-01,4.194164439799399902e-01
1.510755377688844381e-01,-3.045769115483167866e-01
1.520760380190094851e-01,1.172636058077704546e-01
1.530765382691345600e-01,-1.139569261168135311e-01
1.540770385192596070e-01,-7.914866526323611762e-01
1.550775387693846818e-01,-1.938100568785695310e-01
1.560780390195097567e-01,-9.021235792898373296e-01
1.570785392696348037e-01,-5.583111085743593938e-01
1.580790395197598786e-01,-1.344573709415522567e+00
1.590795397698849256e-01,-1.226805361351690493e+00
1.600800400200100004e-01,-1.263373929141285767e+00
1.610805402701350475e-01,-7.567817976131412383e-01
1.620810405202601223e-01,-1.109783433636309935e+00
1.630815407703851694e-01,-2.171285693766616731e+00
1.640820410205102442e-01,-1.674125697379847066e+00
1.650825412706353190e-01,-1.356179199889404385e+00
1.660830415207603661e-01,-7.768039778264179684e-02
1.670835417708854409e-01,4.561536020899784605e-01
1.680840420210104880e-01,2.117332660942664813e+00
1.690845422711355628e-01,1.262047032492031207e+00
1.700850425212606098e-01,1.709733892919709897e+00
1.710855427713856847e-01,1.836786694560560651e+00
1.720860430215107317e-01,5.662284494888844000e-01
1.730865432716358066e-01,1.338202425324772848e+00
1.740870435217608814e-01,1.099383118394974934e+00
1.750875437718859284e-01,1.521518311586160799e-01
1.760880440220110033e-01,8.550978899647927456e-01
1.770885442721360503e-01,4.948826239832029850e-01
1.780890445222611251e-01,-1.657992367896008457e-01
1.790895447723861722e-01,9.803402685824316176e-01
1.800900450225112470e-01,9.965177985829205554e-01
1.810905452726362941e-01,9.250264407270829548e-01
1.820910455227613689e-01,-1.701815960835486585e-01
1.830915457728864437e-01,-5.122190922600616814e-01
1.840920460230114908e-01,-1.359154469153440958e+00
1.850925462731365656e-01,-6.825295526943391256e-01
1.860930465232616127e-01,-1.175545384444361741e+00
1.870935467733866875e-01,5.583245615082927937e-01
1.880940470235117346e-01,1.078529016719774303e+00
1.890945472736368094e-01,2.241099091571291613e+00
1.900950475237618564e-01,2.241920521829015911e+00
1.910955477738869313e-01,1.940356616119907729e+00
1.920960480240119783e-01,2.257809415060775926e+00
1.930965482741370531e-01,1.029940083094713188e+00
1.940970485242621280e-01,1.530242995710459741e+00
1.950975487743871750e-01,8.564581835715434632e-01
1.960980490245122498e-01,1.388191336978029433e+00
1.970985492746372969e-01,1.377373564546507279e+00
1.980990495247623717e-01,-3.802206098393999811e-01
1.990995497748874188e-01,3.999763593533675055e-01
2.001000500250124936e-01,-6.898849343021657976e-01
2.011005502751375407e-01,4.698399205974601589e-02
2.021010505252626155e-01,1.667378586671628415e-01
2.031015507753876903e-01,-6.330863486148380348e-01
2.041020510255127374e-01,-1.655878417498353183e+00
2.051025512756378122e-01,-1.866817256728342533e+00
2.061030515257628593e-01,-2.191936990621540904e+00
2.071035517758879341e-01,-9.034076986125990638e-01
2.081040520260129811e-01,-1.329001080586076911e-01
2.091045522761380560e-01,2.753918526003418799e-01
2.101050525262631030e-01,1.136661397693343512e+00
2.111055527763881778e-01,2.092233892241631477e+00
2.121060530265132527e-01,1.601953933185181977e+00
2.131065532766382997e-01,3.720875866316731284e-01
2.141070535267633745e-01,-4.024369063622612597e-02
2.151075537768884216e-01,2.695571736231978655e-01
2.161080540270134964e-01,-2.031041814830858439e-01
2.171085542771385435e-01,-6.074912591514586291e-02
2.181090545272636183e-01,-9.788664990308453273e-01
2.191095547773886654e-01,-1.121931501995430125e+00
2.201100550275137402e-01,-1.275159395163196319e+00
2.211105552776388150e-01,-8.210996917974064946e-01
2.221110555277638621e-01,-1.202476472474371727e+00
2.231115557778889369e-01,-2.112737452617523104e+00
2.241120560280139840e-01,-2.238653265135030601e+00
2.251125562781390588e-01,-2.180934267788167347e+00
2.261130565282641058e-01,-2.168699366651438254e+00
2.271135567783891807e-01,-2.743380391590655165e+00
2.281140570285142277e-01,-1.339690347984884067e+00
2.291145572786393025e-01,-1.226773150449539607e+00
2.301150575287643774e-01,-5.909874026179207096e-02
2.311155577788894244e-01,5.467128702088285275e-01
2.321160580290144992e-01,1.030373357727977890e+00
2.331165582791395463e-01,2.958917444679970421e-01
2.341170585292646211e-01,-7.011582376940594941e-01
2.351175587793896682e-01,2.124986090057762733e-01
2.361180590295147430e-01,-7.897531868782682596e-02
2.371185592796397901e-01,-1.174508864253992479e-02
2.381190595297648649e-01,-4.003529332749269365e-01
2.391195597798899397e-01,-4.749938421488822948e-01
2.401200600300149868e-01,-6.739157191260328750e-01
2.411205602801400616e-01,-9.309921096416384767e-01
2.421210605302651087e-01,-4.582427552711010321e-02
2.431215607803901835e-01,-1.417661650846052002e+00
2.441220610305152305e-01,-7.456293001549629818e-01
2.451225612806403054e-01,-1.147682479845614001e+00
2.461230615307653524e-01,-1.199830596887916823e+00
2.471235617808904272e-01,-1.706431881195006772e+00
2.481240620310155021e-01,-1.761772957047416766e+00
2.491245622811405491e-01,-7.861216789144021000e-01
2.501250625312655962e-01,4.005186248672758242e-02
2.511255627813906988e-01,1.381445066819138923e+00
2.521260630315157458e-01,1.856054900976213062e+00
2.531265632816407929e-01,1.978733692227374386e+00
2.541270635317658400e-01,1.743063260789627922e+00
2.551275637818909425e-01,1.034164570805183647e+00
2.561280640320159896e-01,1.292785445887702611e+00
2.571285642821410367e-01,5.675593305675566969e-01
2.581290645322661392e-01,7.281747524400379312e-01
2.591295647823911863e-01,1.232331880223648479e+00
2.601300650325162334e-01,4.840287466245553061e-01
2.611305652826412804e-01,1.157609025636449740e+00
2.621310655327663830e-01,-9.173714853702358285e-02
2.631315657828914301e-01,1.210934944164691496e+00
2.641320660330164771e-01,-4.095628064905471044e-01
2.651325662831415242e-01,-7.117626398276762079e-02
2.661330665332666268e-01,4.004351192655977165e-01
2.671335667833916738e-01,-2.220313634632675726e-01
2.681340670335167209e-01,-7.267674183837733448e-01
2.691345672836418235e-01,-7.128639406994939920e-01
2.701350675337668705e-01,1.147208973933030035e-01
2.711355677838919176e-01,1.368076141805224299e+00
2.721360680340169647e-01,2.688143139946006510e+00
2.731365682841420672e-01,2.427862281229142827e+00
2.741370685342671143e-01,2.644942259026400233e+00
2.751375687843921614e-01,1.733327434380021126e+00
2.761380690345172639e-01,1.550241109475904988e+00
2.771385692846423110e-01,2.023964711661955018e+00
2.781390695347673581e-01,1.401794352549247114e+00
2.791395697848924051e-01,1.250192528336340869e+00
2.801400700350175077e-01,6.625614593423281296e-01
2.811405702851425548e-01,1.016375129255638887e+00
2.821410705352676018e-01,7.124285128496096187e-01
2.831415707853926489e-01,9.112408930612347913e-01
2.841420710355177515e-01,-2.692702496901558940e-01
2.851425712856427985e-01,-1.410637882642718222e-01
2.861430715357678456e-01,-7.822487089013553385e-01
2.871435717858929482e-01,-3.097933140112107964e-01
2.881440720360179952e-01,-1.263864557735266292e+00
2.891445722861430423e-01,-1.724735590049445877e+00
2.901450725362680894e-01,-1.282989876499640358e+00
2.911455727863931919e-01,-3.789004309019133876e-01
2.921460730365182390e-01,8.932991036961005493e-01
2.931465732866432861e-01,9.872797325844272498e-01
2.941470735367683886e-01,1.998844308557243599e+00
2.951475737868934357e-01,1.638800810813406228e+00
2.961480740370184828e-01,8.973348455049652284e-01
2.971485742871435298e-01,2.617178133449705735e-01
2.981490745372686324e-01,-4.924353620939789233e-01
2.991495747873936795e-01,-5.608180812850305230e-02
3.001500750375187265e-01,-3.729202695068681989e-02
3.011505752876437736e-01,4.726621341545540478e-01
3.021510755377688762e-01,-4.028514733061736575e-01
3.031515757878939232e-01,-6.659572773351610797e-01
3.041520760380189703e-01,-4.810055491985295584e-01
3.051525762881440729e-01,-1.005370358654578800e+00
3.061530765382691199e-01,-1.644723272904598410e+00
3.071535767883941670e-01,-1.485908509371230979e+00
3.081540770385192141e-01,-2.650560094233883834e+00
3.091545772886443166e-01,-2.454961789823275620e+00
3.101550775387693637e-01,-2.512248933344969348e+00
3.111555777888944108e-01,-2.251090418666759074e+00
3.121560780390195133e-01,-1.252135576937788430e+00
3.131565782891445604e-01,5.715628672876213456e-02
3.141570785392696075e-01,1.527516227262987747e-01
3.151575787893946545e-01,4.276790246842463450e-01
3.161580790395197571e-01,7.482887794536524639e-01
3.171585792896448042e-01,5.026396432639271827e-01
3.181590795397698512e-01,1.197886196469865605e-01
3.191595797898948983e-01,1.252487838472327031e-02
3.201600800400200009e-01,-4.887078197213173825e-02
3.211605802901450479e-01,-4.640062009146397881e-01
3.221610805402700950e-01,-3.387982411381393333e-01
3.231615807903951976e-01,-4.624356191497571156e-01
3.241620810405202446e-01,-7.219467704195641211e-01
3.251625812906452917e-01,-6.490434933970303799e-01
3.261630815407703388e-01,-6.489856140937977358e-01
3.271635817908954413e-01,4.158344172562253860e-01
3.281640820410204884e-01,-2.149503921567999853e+00
3.291645822911455355e-01,-1.432127991505253828e+00
3.301650825412706380e-01,-2.029397113482856785e+00
3.311655827913956851e-01,-2.449455748482485262e+00
3.321660830415207322e-01,-1.139834928333413266e+00
3.331665832916457792e-01,-6.807697433298089962e-01
3.341670835417708818e-01,1.059985583644163398e+00
3.351675837918959289e-01,1.532628423111055183e+00
3.361680840420209759e-01,1.941882694944051080e+00
3.371685842921460230e-01,1.199557453760949244e+00
3.381690845422711256e-01,1.202798832812599139e+00
3.391695847923961726e-01,9.579348978924530078e-01
3.401700850425212197e-01,1.957681962426268685e+00
3.411705852926463223e-01,7.381833492261473673e-01
3.421710855427713693e-01,6.852884162714231175e-01
3.431715857928964164e-01,7.590812210273004679e-01
3.441720860430214635e-01,8.419947861768246611e-01
3.451725862931465660e-01,1.099331261674611149e+00
3.461730865432716131e-01,4.095749728930103695e-01
3.471735867933966602e-01,-3.233687831808503832e-01
3.481740870435217627e-01,1.237004768745019606e-01
3.491745872936468098e-01,-2.669776321042698353e-01
3.501750875437718569e-01,-9.179640001869633359e-01
3.511755877938969039e-01,-1.125081617415713220e+00
3.521760880440220065e-01,-3.357849488928631443e-01
3.531765882941470536e-01,3.112144735252225236e-01
3.541770885442721006e-01,2.554011345129295618e-01
3.551775887943971477e-01,2.061736865901825588e+00
3.561780890445222503e-01,2.076560516393738176e+00
3.571785892946472973e-01,3.020191301735151157e+00
3.581790895447723444e-01,2.641013154531146601e+00
3.591795897948974470e-01,1.711537124222191508e+00
3.601800900450224940e-01,1.228970539581234700e+00
3.611805902951475411e-01,9.229220096821247887e-01
3.621810905452725882e-01,9.669701957056047181e-01
3.631815907953976907e-01,1.352614421101232978e+00
3.641820910455227378e-01,1.704302989613582398e+00
3.651825912956477849e-01,8.855245194566574440e-01
3.661830915457728874e-01,3.714719065742438375e-01
3.671835917958979345e-01,2.857415899806922122e-01
3.681840920460229816e-01,1.235446403013472083e-01
3.691845922961480286e-01,2.319987410373116621e-01
3.701850925462731312e-01,-3.259803121349682531e-01
3.711855927963981783e-01,-1.545784343691323670e+00
3.721860930465232253e-01,-1.535449541301617371e+00
3.731865932966482724e-01,-1.522907047160221072e+00
3.741870935467733750e-01,-1.540394718082755743e+00
3.751875937968984220e-01,6.409471147279777181e-01
3.761880940470234691e-01,1.117229625052874820e+00
3.771885942971485717e-01,2.117430054628093306e+00
3.781890945472736187e-01,1.329060185556446783e+00
3.791895947973986658e-01,6.570118634470627494e-01
3.801900950475237129e-01,2.839608879419097676e-01
3.811905952976488154e-01,2.657804058911565348e-01
3.821910955477738625e-01,-3.188066932159090705e-02
3.831915957978989096e-01,-1.024006499362925954e-01
3.841920960480239566e-01,-3.446948813228171149e-01
3.851925962981490592e-01,-1.022597621583438254e+00
3.861930965482741063e-01,-4.293461183162055050e-01
3.871935967983991533e-01,-1.195618057315623650e+00
3.881940970485242559e-01,-3.966345902385206568e-01
3.891945972986493030e-01,-1.604443566922778119e+00
3.901950975487743500e-01,-1.428293364885062200e+00
3.911955977988993971e-01,-2.468104674268059018e+00
3.921960980490244997e-01,-1.823644583441271561e+00
3.931965982991495467e-01,-2.469289953681893302e+00
3.941970985492745938e-01,-2.095671082297885235e+00
3.951975987993996964e-01,-1.119175489820607439e+00
3.961980990495247434e-01,-6.289285958964025980e-01
3.971985992996497905e-01,8.048281452043459794e-02
3.981990995497748376e-01,1.412470004912554922e+00
3.991995997998999401e-01,1.307247974785178624e+00
4.002001000500249872e-01,2.862739849084492416e-01
4.012006003001500343e-01,3.736524409876469388e-01
4.022011005502750813e-01,-1.282027270522038964e-02
4.032016008004001839e-01,-8.203912924493012016e-01
4.042021010505252310e-01,3.191036886582374610e-01
4.052026013006502780e-01,-4.605697805557839586e-01
4.062031015507753806e-01,-8.253262385684365654e-01
4.072036018009004277e-01,-9.798718773342572907e-01
4.082041020510254747e-01,-8.043259574004482104e-01
4.092046023011505218e-01,-5.223387305557908311e-01
4.102051025512756244e-01,-1.322602995395692371e+00
4.112056028014006714e-01,-6.384177312985386266e-01
4.122061030515257185e-01,-1.900243193764579841e+00
4.132066033016508211e-01,-2.396276659552231347e+00
4.142071035517758681e-01,-2.183437280605806663e+00
4.152076038019009152e-01,-6.615549229043775625e-01
4.162081040520259623e-01,-8.721091015197451890e-01
4.172086043021510648e-01,4.657492205516524653e-01
4.182091045522761119e-01,1.720592694649085708e+00
4.192096048024011590e-01,2.585638915716254260e+00
4.202101050525262060e-01,1.307022552496317047e+00
4.212106053026513086e-01,1.594190911225921825e+00
4.222111055527763557e-01,1.683261284820960935e+00
4.232116058029014027e-01,1.004267238540137663e+00
4.242121060530265053e-01,1.444186084373044965e+00
4.252126063031515524e-01,1.401567459565055129e-01
4.262131065532765994e-01,6.160791753189996944e-01
4.272136068034016465e-01,8.094546484438734923e-01
4.282141070535267491e-01,1.860323818273957042e-01
4.292146073036517961e-01,5.312102861489063077e-01
4.302151075537768432e-01,1.304011210744327465e-01
4.312156078039019458e-01,-1.181679970411897429e-01
4.322161080540269928e-01,5.499194434832022083e-01
4.332166083041520399e-01,-7.789255333571863948e-01
4.342171085542770870e-01,-7.854618486526493415e-01
4.352176088044021895e-01,-1.162733205833761385e+00
4.362181090545272366e-01,-1.885221258703858316e-01
4.372186093046522837e-01,-2.038251617793507275e-02
4.382191095547773307e-01,1.199795738241182130e+00
4.392196098049024333e-01,2.464517108639741494e+00
4.402201100550274804e-01,1.306593594490833343e+00
4.412206103051525274e-01,1.968489547142757701e+00
4.422211105552776300e-01,1.294114515967210721e+00
4.432216108054026771e-01,1.527182172140842731e+00
4.442221110555277241e-01,1.657672130191857329e+00
4.452226113056527712e-01,1.119280819512856073e+00
4.462231115557778738e-01,1.176896165025896446e+00
4.472236118059029208e-01,6.381544712166272726e-01
4.482241120560279679e-01,9.050294707538617534e-01
4.492246123061530705e-01,1.001270168751431155e+00
4.502251125562781175e-01,6.334154266826803603e-01
4.512256128064031646e-01,-6.751880856695169353e-01
4.522261130565282117e-01,-1.141512995440145506e+00
4.532266133066533143e-01,-9.538136714729354981e-01
4.542271135567783613e-01,-1.207727221871449430e+00
4.552276138069034084e-01,-1.437270631000272081e+00
4.562281140570284554e-01,-1.832045572331087335e+00
4.572286143071535580e-01,-1.061924549775193682e+00
4.582291145572786051e-01,-3.488534092690062649e-01
4.592296148074036521e-01,1.038884904993601310e+00
4.602301150575287547e-01,1.739355807110568364e+00
4.612306153076538018e-01,1.072056038802460254e+00
4.622311155577788488e-01,1.521156919578566136e+00
4.632316158079038959e-01,1.154456199837427199e+00
4.642321160580289985e-01,1.200880818427296104e+00
4.652326163081540455e-01,-7.333590246440317983e-01
4.662331165582790926e-01,7.554548244498492104e-02
4.672336168084041952e-01,1.483302793437003553e-01
4.682341170585292423e-01,-2.205752085420916164e-01
4.692346173086542893e-01,-2.715391489190479568e-01
4.702351175587793364e-01,-1.101125329106952933e+00
4.712356178089044390e-01,-2.142847516529764462e+00
4.722361180590294860e-01,-1.764595431515944890e+00
4.732366183091545331e-01,-1.327549092554945798e+00
4.742371185592795801e-01,-1.082763502061716121e+00
4.752376188094046827e-01,-1.892964662519239338e+00
4.762381190595297298e-01,-3.118402179636264204e+00
4.772386193096547768e-01,-1.845701572122929734e+00
4.782391195597798794e-01,-1.698857595028884226e+00
4.792396198099049265e-01,-1.074366733413311570e+00
4.802401200600299735e-01,7.202996433161532597e-01
4.812406203101550206e-01,3.246824636003883269e-01
4.822411205602801232e-01,8.945715470081252452e-01
4.832416208104051702e-01,7.158395169842050043e-01
4.842421210605302173e-01,2.059470155810470271e-01
4.852426213106553199e-01,-3.290555344863912990e-01
4.862431215607803670e-01,-6.688424203862465556e-02
4.872436218109054140e-01,-5.642531506810938291e-01
4.882441220610304611e-01,-6.906380859472720513e-01
4.892446223111555637e-01,-8.400080736745896282e-01
4.902451225612806107e-01,-4.480324494468950203e-01
4.912456228114056578e-01,-4.042433711024285281e-01
4.922461230615307048e-01,-1.004563985073892551e+00
4.932466233116558074e-01,-6.818729497426267994e-01
4.942471235617808545e-01,-6.465590551227687888e-01
4.952476238119059015e-01,-1.219740715681232102e+00
4.962481240620310041e-01,-1.983127029663296792e+00
4.972486243121560512e-01,-1.585916468534745105e+00
4.982491245622810982e-01,-1.027547465652037140e+00
4.992496248124061453e-01,-1.006535468303140668e+00
5.002501250625311924e-01,5.384011512436579494e-01
5.012506253126562950e-01,1.449342842610977122e+00
5.022511255627813975e-01,1.027984668264291912e+00
5.032516258129063891e-01,1.777005735264157948e+00
5.042521260630314917e-01,2.442226515770491435e+00
5.052526263131565942e-01,8.771578308615775033e-01
5.062531265632815858e-01,9.708737933559477007e-01
5.072536268134066884e-01,1.554790759013705781e+00
5.082541270635316799e-01,2.261711654516840309e-01
5.092546273136567825e-01,6.922106348656018593e-01
5.102551275637818851e-01,5.049998614099331373e-01
5.112556278139068766e-01,6.650009189037708879e-02
5.122561280640319792e-01,3.943285199690873544e-01
5.132566283141570818e-01,-1.018189953683434346e-01
5.142571285642820733e-01,1.767322791211362043e-01
5.152576288144071759e-01,4.774570055099575105e-01
5.162581290645322785e-01,-3.233238348520116046e-01
5.172586293146572700e-01,-4.894596871854057230e-01
5.182591295647823726e-01,-7.426319931676169661e-01
5.192596298149073641e-01,-5.464002390068527504e-01
5.202601300650324667e-01,6.725544826628613304e-01
5.212606303151575693e-01,1.648532729557945498e+00
5.222611305652825608e-01,2.513473747494352040e+00
5.232616308154076634e-01,3.050181913345259233e+00
5.242621310655327660e-01,2.308577150485442431e+00
5.252626313156577575e-01,1.795014225036864364e+00
5.262631315657828601e-01,7.473525051612676107e-01
5.272636318159079627e-01,1.342415508268487878e+00
5.282641320660329542e-01,1.367029550490537204e+00
5.292646323161580568e-01,1.075984286704760207e+00
5.302651325662830484e-01,1.028502884969956455e+00
5.312656328164081510e-01,3.101948320852457863e-01
5.322661330665332535e-01,4.640165255535380617e-01
5.332666333166582451e-01,-5.271936355133843843e-01
5.342671335667833477e-01,1.497675671595881108e-01
5.352676338169084502e-01,-6.334375285183739823e-01
5.362681340670334418e-01,-1.327558723053585688e-01
5.372686343171585444e-01,-5.069828097556446922e-01
5.382691345672836469e-01,-1.682115078818428922e+00
5.392696348174086385e-01,-1.361599157542786820e+00
5.402701350675337411e-01,-6.978753770280154978e-01
5.412706353176588436e-01,4.739008149319702268e-01
5.422711355677838352e-01,3.422102741096828549e-01
5.432716358179089378e-01,1.885501400190413568e+00
5.442721360680339293e-01,1.547690328834138151e+00
5.452726363181590319e-01,1.941443524718650337e+00
5.462731365682841345e-01,4.301826408013245118e-01
5.472736368184091260e-01,9.421237868510350388e-01
5.482741370685342286e-01,3.743991375437511482e-01
5.492746373186593312e-01,3.036197862668771896e-01
5.502751375687843227e-01,-7.318288770833758505e-01
5.512756378189094253e-01,-1.030454799840167190e+00
5.522761380690345279e-01,-9.768358155544796251e-01
5.532766383191595194e-01,-5.774962521997313303e-01
5.542771385692846220e-01,-6.390124392085319016e-01
5.552776388194096135e-01,-1.474339131568165318e+00
5.562781390695347161e-01,-1.531338442034468006e+00
5.572786393196598187e-01,-1.827337851619937892e+00
5.582791395697848102e-01,-1.945203398049599297e+00
5.592796398199099128e-01,-2.517567212817092503e+00
5.602801400700350154e-01,-2.558529177755299422e+00
5.612806403201600070e-01,-1.247577917568717609e+00
5.622811405702851095e-01,-1.389332390548803087e+00
5.632816408204102121e-01,1.546489209007012589e-02
5.642821410705352037e-01,-1.150912947843538703e-01
5.652826413206603062e-01,7.296628359582872925e-01
5.662831415707852978e-01,1.088868410206663473e+00
5.672836418209104004e-01,7.616458980397102785e-01
5.682841420710355029e-01,-3.926395019541119580e-01
5.692846423211604945e-01,-2.177491653022115281e-01
5.702851425712855971e-01,8.859309529101150327e-02
